测试,#genre#
古装剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225663/index.m3u8
惊悚悬疑,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8
金牌综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225666/index.m3u8
爱情喜剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225669/index.m3u8
精品大剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225670/index.m3u8
精品纪录,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/index.m3u8
健康有约,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225673/index.m3u8
精品体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225674/index.m3u8
军旅剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
军事评论,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225668/index.m3u8
家庭剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/index.m3u8
精彩搏击,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225680/index.m3u8
中国功夫,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8
农业致富,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225683/index.m3u8
潮妈辣婆,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/index.m3u8
超级综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8
超级体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
超级电视剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
超级电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
东北热剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
欢乐剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
少儿,#genre#
金鹰卡通,http://39.134.65.4:80/wh7f454c46tw1897967256_-314004057/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225653/index.m3u8?icpid=88888888&RTS=1554599670&from=1&hms_devid=4
金鹰卡通,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225653/index.m3u8
卡酷少儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225654/index.m3u8
优漫卡通,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225656/index.m3u8
哈哈炫动,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225657/index.m3u8
黑莓动画,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8
轮播,#genre#
纪晓岚,http://jiaojirentv.top/2020/yy.php?id=1352227227
父母爱情,http://jiaojirentv.top/2020/yy.php?id=1354926650
寻秦记,http://jiaojirentv.top/2020/yy.php?id=1382749900
宰相刘罗锅,http://jiaojirentv.top/2020/yy.php?id=1382745191
情满四合院,http://jiaojirentv.top/2020/yy.php?id=1382736888
神医喜来乐,http://jiaojirentv.top/2020/yy.php?id=1382714119
康熙微服私访记,http://jiaojirentv.top/2020/yy.php?id=1352811698
金婚,http://jiaojirentv.top/2020/yy.php?id=1382736832
钟馗传说,http://jiaojirentv.top/2020/yy.php?id=1382736839
地下交通站,http://jiaojirentv.top/2020/yy.php?id=1353428972
武林外传,http://jiaojirentv.top/2020/yy.php?id=1355652820

纪晓岚,http://jiaojirentv.top/2020/yy.php?id=1352227227
父母爱情,http://jiaojirentv.top/2020/yy.php?id=1354926650
寻秦记,http://jiaojirentv.top/2020/yy.php?id=1382749900
宰相刘罗锅,http://jiaojirentv.top/2020/yy.php?id=1382745191
情满四合院,http://jiaojirentv.top/2020/yy.php?id=1382736888
神医喜来乐,http://jiaojirentv.top/2020/yy.php?id=1382714119
康熙微服私访记,http://jiaojirentv.top/2020/yy.php?id=1352811698
金婚,http://jiaojirentv.top/2020/yy.php?id=1382736832
钟馗传说,http://jiaojirentv.top/2020/yy.php?id=1382736839
地下交通站,http://jiaojirentv.top/2020/yy.php?id=1353428972
武林外传,http://jiaojirentv.top/2020/yy.php?id=1355652820


轮播2,#genre#
纪晓岚,http://jiaojirentv.top/2020/yy.php?id=1354143978
父母爱情,http://jiaojirentv.top/2020/yy.php?id=1382746276
寻秦记,http://159.75.85.63:35455/yy/1382749900
宰相刘罗锅,http://jiaojirentv.top/2020/yy.php?id=1353892468
情满四合院,http://jiaojirentv.top/2020/yy.php?id=1382736848
神医喜来乐,http://159.75.85.63:35455/yy/1382714119
康熙微服私访记,http://159.75.85.63:35455/yy/1352811698
金婚,http://jiaojirentv.top/2020/yy.php?id=1382828768
钟馗传说,http://159.75.85.63:35455/yy/1382736839
地下交通站,http://jiaojirentv.top/2020/yy.php?id=1382736795
武林外传,http://jiaojirentv.top/2020/yy.php?id=1353852605
狂飙,http://jiaojirentv.top/2020/yy.php?id=1355142167
宫心计,http://jiaojirentv.top/2020/yy.php?id=1354932429
回家的诱惑,http://jiaojirentv.top/2020/yy.php?id=1354658048

纪晓岚,http://jiaojirentv.top/2020/yy.php?id=1354143978
父母爱情,http://jiaojirentv.top/2020/yy.php?id=1382746276
寻秦记,http://159.75.85.63:35455/yy/1382749900
宰相刘罗锅,http://jiaojirentv.top/2020/yy.php?id=1353892468
情满四合院,http://jiaojirentv.top/2020/yy.php?id=1382736848
神医喜来乐,http://159.75.85.63:35455/yy/1382714119
康熙微服私访记,http://159.75.85.63:35455/yy/1352811698
金婚,http://jiaojirentv.top/2020/yy.php?id=1382828768
钟馗传说,http://159.75.85.63:35455/yy/1382736839
地下交通站,http://jiaojirentv.top/2020/yy.php?id=1382736795
武林外传,http://jiaojirentv.top/2020/yy.php?id=1353852605
狂飙,http://jiaojirentv.top/2020/yy.php?id=1355142167
宫心计,http://jiaojirentv.top/2020/yy.php?id=1354932429
回家的诱惑,http://jiaojirentv.top/2020/yy.php?id=1354658048
轮播3,#genre#
纪晓岚,http://jiaojirentv.top/2020/yy.php?id=1382781415
纪晓岚,http://120.77.28.4:8648/huya.php?id=11342396
父母爱情,http://111.67.193.2:35455/yy/1382746276
父母爱情,http://111.67.193.2:35455/yy/1354926650
父母爱情,http://111.67.193.2:35455/yy/1382746276
寻秦记,http://111.67.193.2:35455/yy/1382749900
宰相刘罗锅,http://111.67.193.2:35455/yy/1382745191
情满四合院,http://111.67.193.2:35455/yy/1382736848
情满四合院,http://111.67.193.2:35455/yy/30736888
情满四合院,http://111.67.193.2:35455/yy/1382736888
情满四合院,http://111.67.193.2:35455/yy/1382736848
神医喜来乐,http://111.67.193.2:35455/yy/1382714119
康熙微服私访记,http://111.67.193.2:35455/yy/1352811698
金婚,http://111.67.193.2:35455/yy/1382736832
金婚,http://111.67.193.2:35455/yy/1382828768
钟馗传说,http://111.67.193.2:35455/yy/1382736839
地下交通站,http://111.67.193.2:35455/yy/1353428972
地下交通站,http://111.67.193.2:35455/yy/1382736795
地下交通站,http://111.67.193.2:35455/yy/29907996
武林外传,http://111.67.193.2:35455/yy/1355652820
武林外传,http://111.67.193.2:35455/yy/1353852605

父母爱情,http://120.77.28.4:8648/huya.php?id=11602071
狂飙,http://111.67.193.2:35455/yy/1382754187
狂飙,http://111.67.193.2:35455/yy/1355142167
狂飙,http://111.67.193.2:35455/yy/1355142167
情满四合院,http://111.67.193.2:35455/yy/1382735541
繁花,http://120.77.28.4:8648/huya.php?id=21059580
我爱我家,http://111.67.193.2:35455/yy/1382735557
神医喜来乐,http://111.67.193.2:35455/yy/1382714119
神医喜来乐,http://120.77.28.4:8648/huya.php?id=11601978
神医喜来乐,http://111.67.193.2:35455/yy/1382714119
神医喜来乐,http://111.67.193.2:35455/yy/1382714119
知否知否应是绿肥红瘦,http://111.67.193.2:35455/yy/21881901
庆余年,http://120.77.28.4:8648/huya.php?id=11352960
康熙微服私访记,http://120.77.28.4:8648/huya.php?id=11342418
康熙微服私访记,http://111.67.193.2:35455/yy/1352811698
康熙微服私访记,http://111.67.193.2:35455/yy/1352811698
